Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Test Veh Displacement (L),Actual Tested Testgroup,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,# of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),Axle Ratio,N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,ADFE Test Number,ADFE Total Road Load HP,ADFE Equiv. Test Weight (lbs.),ADFE N/V Ratio,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),PM (g/mi),CH4 (g/mi),N2O (g/mi),RND_ADJ_FE,FE_UNIT,FE Bag 1,FE Bag 2,FE Bag 3,FE Bag 4,DT-Inertia Work Ratio Rating,DT-Absolute Speed Change Ratg,DT-Energy Economy Rating,Target Coef A (lbf),Target Coef B (lbf/mph),Target Coef C (lbf/mph**2),Set Coef A (lbf),Set Coef B (lbf/mph),Set Coef C (lbf/mph**2),Aftertreatment Device Cd,Aftertreatment Device Desc,Police - Emergency Vehicle?,Averaging Group ID,Averaging Weighting Factor,Averaging Method Cd,Averging Method Desc
2021,Subaru,FJX,SUBARU,IMPREZA 4-Door,HBF-YU141,5,2.0,HFJXV02.0BUY,Car,152,4.0,H2.0ECD,CVT,Continuously Variable,1,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,3.7,24.9,1,Not eqipped,HFJX10044738,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00654,0.102618,172.527272,0.005531,,0.001196,0.00032,51.1,MPG,,,,,1.35,1.11,0.09,34.4,0.1316,0.02042,10.53,0.1981,0.01875,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,IMPREZA 4-Door,HBF-YU142,4,2.0,HFJXV02.0BUY,Car,152,4.0,H2.0ECD,SCV,Selectable Continuously Variable (e.g. CVT with paddles),7,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,3.7,25.3,1,Not eqipped,HFJX10044725,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.007678,0.205077,239.482261,0.014053,,0.002234,0.000382,37.0,MPG,33.133566,37.337108,39.539556,,0.16,0.15,0.15,32.28,0.2342,0.01722,8.66,0.3005,0.01565,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,IMPREZA 4-Door,HBF-YU142,4,2.0,HFJXV02.0BUY,Car,152,4.0,H2.0ECD,SCV,Selectable Continuously Variable (e.g. CVT with paddles),7,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,3.7,25.3,1,Not eqipped,HFJX10044726,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.010981,0.132899,166.090981,0.004827,,0.001986,0.000374,53.3,MPG,,,,,1.54,1.1,-0.23,32.28,0.2342,0.01722,8.66,0.3005,0.01565,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,IMPREZA 4-Door,HBF-YU142,5,2.0,HFJXV02.0BUY,Car,152,4.0,H2.0ECD,SCV,Selectable Continuously Variable (e.g. CVT with paddles),7,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,3.7,25.3,1,Not eqipped,HFJX10044763,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.008076,0.205073,241.828003,0.011036,,0.00228,9.6e-05,36.5,MPG,32.533257,37.154294,39.079242,,1.68,1.13,0.51,32.28,0.2343,0.0185,8.48,0.3068,0.01684,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,IMPREZA 4-Door,HBF-YU142,5,2.0,HFJXV02.0BUY,Car,152,4.0,H2.0ECD,SCV,Selectable Continuously Variable (e.g. CVT with paddles),7,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,3.7,25.3,1,Not eqipped,HFJX10044764,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.010855,0.126643,170.678396,0.006992,,0.001857,0.000356,51.7,MPG,,,,,2.44,1.81,0.06,32.28,0.2343,0.0185,8.48,0.3068,0.01684,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,IMPREZA 4-Door,HBF-YU142,6,2.0,HFJXV02.0BUY,Car,152,4.0,H2.0ECD,SCV,Selectable Continuously Variable (e.g. CVT with paddles),7,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,3.7,24.9,1,Not eqipped,HFJX10044765,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.008275,0.254462,243.056038,0.009542,,0.002201,9.2e-05,36.4,MPG,32.742816,36.786947,38.81124,,1.72,1.05,0.51,31.86,0.246,0.01865,7.15,0.3184,0.01697,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,IMPREZA 4-Door,HBF-YU142,6,2.0,HFJXV02.0BUY,Car,152,4.0,H2.0ECD,SCV,Selectable Continuously Variable (e.g. CVT with paddles),7,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,3.7,24.9,1,Not eqipped,HFJX10044766,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.007987,0.100416,171.340555,0.004298,,0.001316,0.000275,51.7,MPG,,,,,1.57,0.9,-0.09,31.86,0.246,0.01865,7.15,0.3184,0.01697,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,IMPREZA 4-Door,HBF-YU641,1,2.0,HFJXV02.0BUY,Car,152,4.0,H2.0EMD,M,Manual,5,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,4.11,42.5,1,Not eqipped,HFJX10042698,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.005547,0.094627,291.653077,0.007444,,0.001026,0.000115,30.3,MPG,29.587908,29.412407,32.979257,,0.07,0.07,0.4,30.82,0.2826,0.01931,16.71,0.1372,0.01934,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,IMPREZA 4-Door,HBF-YU641,1,2.0,HFJXV02.0BUY,Car,152,4.0,H2.0EMD,M,Manual,5,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,4.11,42.5,1,Not eqipped,HFJX10042699,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,6e-06,0.17507,199.351624,0.001713,,0.000272,0.0,44.4,MPG,,,,,1.27,1.29,0.35,30.82,0.2826,0.01931,16.71,0.1372,0.01934,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,IMPREZA 4-Door,HBF-YU641,3,2.0,HFJXV02.0BUY,Car,152,4.0,H2.0EMD,M,Manual,5,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,4.11,41.8,1,Not eqipped,HFJX10042703,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.001068,0.189646,206.24866,0.00158,,0.000747,0.0,42.9,MPG,,,,,1.07,1.04,0.28,34.47,0.3055,0.01941,18.88,0.1424,0.01949,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,IMPREZA 4-Door,HBF-YU641,3,2.0,HFJXV02.0BUY,Car,152,4.0,H2.0EMD,M,Manual,5,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,4.11,41.8,1,Not eqipped,HFJX10052804,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0064839,0.1931209,307.1992851,0.0080366,,0.0013722,9.9e-05,29.0,MPG,28.6499235,27.6395023,32.0838085,,0.863944,0.799821,0.420754,34.47,0.3055,0.01941,18.88,0.1424,0.01949,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,IMPREZA 4-Door,HBF-YU641,3,2.0,HFJXV02.0BUY,Car,152,4.0,H2.0EMD,M,Manual,5,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,4.11,41.8,1,Not eqipped,HFJX10052805,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0084784,0.2739715,313.8559667,0.0076053,,0.0020718,9.9e-05,28.3,MPG,27.6415135,27.3206062,31.0834626,,0.204753,0.364878,0.089987,34.47,0.3055,0.01941,18.88,0.1424,0.01949,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,IMPREZA 4-Door,HBF-YU642,2,2.0,HFJXV02.0BUY,Car,152,4.0,H2.0EMD,M,Manual,5,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,4.11,42.3,1,Not eqipped,HFJX10042708,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.006183,0.173769,297.315105,0.007913,,0.001286,2.1e-05,29.8,MPG,29.005059,28.667374,32.764754,,-0.37,-0.2,0.39,28.26,0.4403,0.0169,13.77,0.2322,0.0175,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,IMPREZA 4-Door,HBF-YU642,2,2.0,HFJXV02.0BUY,Car,152,4.0,H2.0EMD,M,Manual,5,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,4.11,42.3,1,Not eqipped,HFJX10042709,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.000145,0.122771,197.389679,0.001242,,0.000317,0.0,44.9,MPG,,,,,1.03,0.97,0.11,28.26,0.4403,0.0169,13.77,0.2322,0.0175,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,Impreza 5-Door,KBF-YU141,0,2.0,KFJXJ02.5BUY,Both,152,4.0,K2.0ECD,SCV,Selectable Continuously Variable (e.g. CVT with paddles),7,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,3.7,25.3,1,Not eqipped,KFJX10063681,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0045723,0.1541562,257.5776281,0.0114813,,0.0012226,0.0003,34.5,MPG,31.4624524,34.596921,37.1587007,,-0.107179,0.572864,-0.384237,40.09,-0.0177,0.02203,4.73,0.1493,0.01945,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,Impreza 5-Door,KBF-YU141,0,2.0,KFJXJ02.5BUY,Both,152,4.0,K2.0ECD,SCV,Selectable Continuously Variable (e.g. CVT with paddles),7,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,3.7,25.3,1,Not eqipped,KFJX10063682,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0014843,0.1318331,178.0583367,0.0021746,,0.0010106,0.0,50.0,MPG,,,,,-3.232827,-2.784639,-0.319698,40.09,-0.0177,0.02203,4.73,0.1493,0.01945,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,LEGACY,LBF-YB14,0,2.5,LFJXJ02.5BUY,Both,182,4.0,25DNR1,SCV,Selectable Continuously Variable (e.g. CVT with paddles),8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,3.7,24.1,1,Not eqipped,LFJX10058253,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.013205,0.175841,251.570224,0.011286,,0.002642,0.000772,35.2,MPG,33.762909,34.728697,37.674657,,-0.14,0.03,0.14,37.51,0.0223,0.01896,14.14,0.0697,0.01755,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,LEGACY,LBF-YB14,0,2.5,LFJXJ02.5BUY,Both,182,4.0,25DNR1,SCV,Selectable Continuously Variable (e.g. CVT with paddles),8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,3.7,24.1,1,Not eqipped,LFJX10058257,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.000514,0.065764,171.722242,0.001323,,0.000382,0.000125,51.6,MPG,,,,,-3.16,-2.93,-0.78,37.51,0.0223,0.01896,14.14,0.0697,0.01755,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,LEGACY,LBF-YB14,1,2.5,LFJXJ02.5BUY,Both,182,4.0,25DNR1,SCV,Selectable Continuously Variable (e.g. CVT with paddles),8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,3.7,24.4,1,Not eqipped,LFJX10058254,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00026,0.048528,173.52074,0.001479,,0.000261,0.000113,51.0,MPG,,,,,-2.96,-2.55,-0.55,39.61,0.0201,0.0188,15.23,0.0774,0.01733,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,LEGACY,LBF-YB14,1,2.5,LFJXJ02.5BUY,Both,182,4.0,25DNR1,SCV,Selectable Continuously Variable (e.g. CVT with paddles),8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,3.7,24.4,1,Not eqipped,LFJX10058256,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.016217,0.183996,253.7246,0.00939,,0.002546,0.00072,34.9,MPG,33.555863,34.375865,37.395532,,-0.41,-0.04,0.23,39.61,0.0201,0.0188,15.23,0.0774,0.01733,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,LEGACY,LBF-YBA4,0,2.4,LFJXJ02.4CZA,Both,260,4.0,24DTR1,SCV,Selectable Continuously Variable (e.g. CVT with paddles),8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,3.9,23.7,1,Not eqipped,LFJX91004210,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0006433,0.0064116,190.8562232,0.0008623,,0.0004318,,46.7,MPG,,,,,3.892827,3.183817,-0.317828,28.08,0.1997,0.01941,11.75,0.0311,0.02008,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,LEGACY,LBF-YBA4,0,2.4,LFJXJ02.4CZA,Both,260,4.0,24DTR1,SCV,Selectable Continuously Variable (e.g. CVT with paddles),8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,3.9,23.7,1,Not eqipped,LFJX91004216,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0479691,0.8320903,291.5400408,0.0207475,,0.0092275,,30.4,MPG,26.1304344,30.7212428,34.0531971,,-2.465636,-1.543333,-1.400549,28.08,0.1997,0.01941,11.75,0.0311,0.02008,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,OUTBACK AWD,LBF-YB16,0,2.5,LFJXJ02.5BUY,Both,182,4.0,25DNR1,SCV,Selectable Continuously Variable (e.g. CVT with paddles),8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,3.9,24.0,1,Not eqipped,LFJX10058261,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.011341,0.219787,262.697751,0.0143,,0.002749,0.000648,33.7,MPG,31.431031,33.673317,36.012253,,0.16,0.25,0.25,32.3,0.1367,0.02314,9.45,0.2017,0.02149,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,OUTBACK AWD,LBF-YB16,0,2.5,LFJXJ02.5BUY,Both,182,4.0,25DNR1,SCV,Selectable Continuously Variable (e.g. CVT with paddles),8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,3.9,24.0,1,Not eqipped,LFJX10058263,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.000229,0.040653,185.889081,0.001335,,0.00026,0.000131,47.8,MPG,,,,,-3.84,-3.61,-0.77,32.3,0.1367,0.02314,9.45,0.2017,0.02149,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,OUTBACK AWD,LBF-YB16,1,2.5,LFJXJ02.5BUY,Both,182,4.0,25DNR1,SCV,Selectable Continuously Variable (e.g. CVT with paddles),8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,3.9,24.3,1,Not eqipped,LFJX10058264,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.000257,0.055541,187.100567,0.00151,,0.000343,0.000108,47.5,MPG,,,,,-2.95,-2.72,-0.42,32.09,0.1698,0.02263,11.2,0.1345,0.02257,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,OUTBACK AWD,LBF-YB16,1,2.5,LFJXJ02.5BUY,Both,182,4.0,25DNR1,SCV,Selectable Continuously Variable (e.g. CVT with paddles),8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,3.9,24.3,1,Not eqipped,LFJX10058265,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.007809,0.116147,260.313639,0.014824,,0.002333,0.000789,34.1,MPG,32.258714,33.856355,36.179908,,-0.19,0.04,0.31,32.09,0.1698,0.02263,11.2,0.1345,0.02257,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,OUTBACK AWD,LBF-YBA6,0,2.4,LFJXJ02.4CZA,Both,260,4.0,24DTR1,SCV,Selectable Continuously Variable (e.g. CVT with paddles),8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,4.11,23.6,1,Not eqipped,LFJX10057279,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.036668,0.656534,296.913987,0.015991,,0.007842,0.000812,29.8,MPG,26.611909,30.1604,32.022793,,-0.51,0.0,-0.06,27.76,0.1777,0.02451,12.59,-0.0622,0.02597,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,OUTBACK AWD,LBF-YBA6,0,2.4,LFJXJ02.4CZA,Both,260,4.0,24DTR1,SCV,Selectable Continuously Variable (e.g. CVT with paddles),8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,4.11,23.6,1,Not eqipped,LFJX10057280,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.000827,0.006956,207.997992,0.001529,,0.000358,0.000556,42.7,MPG,,,,,2.73,1.95,-0.11,27.76,0.1777,0.02451,12.59,-0.0622,0.02597,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,WRX,LBF-TV14,0,2.0,LFJXV02.0FPT,Car,268,4.0,20DTP1,SCV,Selectable Continuously Variable (e.g. CVT with paddles),8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,3.9,28.5,1,Not eqipped,LFJX10057614,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.051659,0.769861,326.900355,0.013191,,0.010415,0.002483,27.1,MPG,22.475048,28.889018,28.063082,,2.1,1.43,1.05,38.81,0.327,0.01937,17.47,0.1596,0.0196,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,WRX,LBF-TV14,0,2.0,LFJXV02.0FPT,Car,268,4.0,20DTP1,SCV,Selectable Continuously Variable (e.g. CVT with paddles),8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,3.9,28.5,1,Not eqipped,LFJX10057615,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.000282,0.088644,221.211951,0.002468,,0.000447,7e-05,40.2,MPG,,,,,2.32,1.72,0.1,38.81,0.327,0.01937,17.47,0.1596,0.0196,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,WRX,LBF-TV14,0,2.0,LFJXV02.0FPT,Car,268,4.0,20DTP1,SCV,Selectable Continuously Variable (e.g. CVT with paddles),8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,3.9,28.5,1,Not eqipped,LFJX10057616,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.046749,0.629193,447.713644,0.016348,,0.008427,0.001833,19.8,MPG,18.935037,19.103831,22.066319,,1.36,0.59,0.57,38.81,0.327,0.01937,17.47,0.1596,0.0196,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,WRX,LBF-TV14,0,2.0,LFJXV02.0FPT,Car,268,4.0,20DTP1,SCV,Selectable Continuously Variable (e.g. CVT with paddles),8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,3.9,28.5,1,Not eqipped,LFJX10057617,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00145,0.199009,300.999907,0.002214,,0.000927,5.5e-05,29.5,MPG,,,,,2.37,2.01,0.07,38.81,0.327,0.01937,17.47,0.1596,0.0196,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,WRX,LBF-TV14,1,2.0,LFJXV02.0FPT,Car,268,4.0,20DTP1,SCV,Selectable Continuously Variable (e.g. CVT with paddles),8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,3.9,29.1,1,Not eqipped,LFJX10057618,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.053104,0.807741,316.042537,0.012516,,0.011122,0.001835,28.0,MPG,23.293785,29.893317,28.909088,,1.28,0.87,0.85,41.3,0.0122,0.02261,20.7,-0.1393,0.02256,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,WRX,LBF-TV14,1,2.0,LFJXV02.0FPT,Car,268,4.0,20DTP1,SCV,Selectable Continuously Variable (e.g. CVT with paddles),8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,3.9,29.1,1,Not eqipped,LFJX10057619,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00039,0.098704,213.859554,0.002186,,0.000626,0.000178,41.5,MPG,,,,,4.23,3.36,0.12,41.3,0.0122,0.02261,20.7,-0.1393,0.02256,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,WRX,LBF-TV14,1,2.0,LFJXV02.0FPT,Car,268,4.0,20DTP1,SCV,Selectable Continuously Variable (e.g. CVT with paddles),8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,3.9,29.1,1,Not eqipped,LFJX10057620,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.041933,0.547711,439.259948,0.018478,,0.008613,0.002351,20.2,MPG,19.477314,19.312082,22.7429,,1.66,0.8,0.95,41.3,0.0122,0.02261,20.7,-0.1393,0.02256,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,WRX,LBF-TV14,1,2.0,LFJXV02.0FPT,Car,268,4.0,20DTP1,SCV,Selectable Continuously Variable (e.g. CVT with paddles),8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,3.9,29.1,1,Not eqipped,LFJX10057621,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.028731,0.326878,298.515741,0.005617,,0.005845,0.000863,29.7,MPG,,,,,1.24,0.97,-0.2,41.3,0.0122,0.02261,20.7,-0.1393,0.02256,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,WRX,MBF-TV74,0,2.0,MFJXV02.0FPT,Car,268,4.0,20DTP1,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,4.11,36.8,1,Not eqipped,MFJX10065671,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.026978,0.571859,354.816576,0.012703,,0.008117,0.002343,25.0,MPG,23.131821,24.483298,27.884965,,1.6,0.82,-0.17,39.31,0.5632,0.01818,18.27,0.3658,0.01833,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,WRX,MBF-TV74,0,2.0,MFJXV02.0FPT,Car,268,4.0,20DTP1,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,4.11,36.8,1,Not eqipped,MFJX10065672,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.000514,0.086067,234.875467,0.001689,,0.0004,0.000142,37.9,MPG,,,,,3.24,2.79,-0.24,39.31,0.5632,0.01818,18.27,0.3658,0.01833,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,WRX,MBF-TV74,1,2.0,MFJXV02.0FPT,Car,268,4.0,20DTP1,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,4.11,37.5,1,Not eqipped,MFJX10065675,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.02814,0.530004,341.839926,0.013426,,0.007412,0.003654,26.0,MPG,24.160305,25.359077,28.923445,,1.17,0.68,-0.28,37.34,0.3879,0.01927,17.0,0.1993,0.01936,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,WRX,MBF-TV74,1,2.0,MFJXV02.0FPT,Car,268,4.0,20DTP1,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,4.11,37.5,1,Not eqipped,MFJX10065676,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.000314,0.07015,225.429418,0.001686,,0.000105,0.0,39.5,MPG,,,,,2.02,1.78,-0.09,37.34,0.3879,0.01927,17.0,0.1993,0.01936,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,WRX STI,MBF-ZV741,0,2.5,MFJXV02.5JHZ,Car,310,4.0,25PTP1,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,3.9,39.5,2,"Equipped, not shifted by SIL",MFJX10065673,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.021244,0.397014,437.089024,0.016906,,0.006588,0.000954,20.3,MPG,20.201061,19.255662,22.857992,,-0.53,-0.31,-0.1,43.21,0.4315,0.02181,21.85,0.1998,0.02187,TWC,Three-way catalyst,N,,,N,No averaging
2021,Subaru,FJX,SUBARU,WRX STI,MBF-ZV741,0,2.5,MFJXV02.5JHZ,Car,310,4.0,25PTP1,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,3.9,39.5,2,"Equipped, not shifted by SIL",MFJX10065674,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.013104,0.02618,296.339545,0.005393,,0.003835,0.000884,30.1,MPG,,,,,-1.17,-0.85,-0.22,43.21,0.4315,0.02181,21.85,0.1998,0.02187,TWC,Three-way catalyst,N,,,N,No averaging
